ABN,Charity_Name,Registration_Status,Address_Line_1,Address_Line_2,Town_City,State,Postcode,Municipality,Charity_Size,BRC,Main_Activity,Animal_Protection,Aged_Care_Activities,Civic_and_advocacy_activities,Culture_and_arts,Economic_social_and_community_development,Emergency_Relief,Employment_and_training,Environmental_activities,Grant_making_activities,Higher_education,Hospital_services_and_rehabilitation_activities,Housing_activities,Income_support_and_maintenance,International_activities,Law_and_legal_services,Mental_health_and_crisis_intervention,Primary_and_secondary_education,Religious_activities,Research,Social_services,Sports,Other_Education,Other_health_service_delivery,Other_recreation_and_social_club_activity,Other_philanthropic_intermediaries_and_voluntarism_promotion,Other_Activity,Other_activity_description,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operates_Overseas,Charity_activities_and_outcomes_helped_achieve_charity_purpose,General_Community_Australia,Females,Males,Early_Childhood_under_6,Children_6___under_15,Youth_15___under_25,Adults_25_to_under_65,Adults___65_and_over,ATSI,GLBTI,Migrants_Refugees_or_Asylum_Seekers,Other_charities,Other_beneficiaries_not_listed,Other_beneficiaries_description,Overseas_communities_or_charities,People_in_rural_regional_remote_communities,Families,Financially_disadvantaged_people,People_at_risk_of_homelessness,People_with_Chronic_or_Terminal_Illness,People_with_Disabilities,Pre_or_Post_Release_Offenders_and_Families,Unemployed_Persons,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Culturally_and_Linguistically_Diverse,Provided_support_services_funded_by_NDIS,Intend_provide_support_funded_by_NDIS,Staff_Full_time,Staff_Part_time,Staff_Casual,Staff_Volunteers,Government_grants,Donations_and_bequests,All_other_revenue,Total_revenue,Other_income,Total_gross_income,Employee_expenses,Interest_expenses,Grants_and_donations_made_for_use_in_Australia,Grants_and_donations_made_for_use_outside_Australia,All_other_expenses,Total_expenses,Net_surplus_deficit,Total_current_assets,Non_current_loans,Other_non_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Non_current_liabilities,Other_non_current_liabilities,Total_non_current_liabilities,Total_liabilities,Net_assets_liabilities,Other_Comprehensive_Income__if_applicable_,Total_Comprehensive_Income,DGR_Status,Website
63762886113,The Trustee For Felton A Foundation,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Large,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,2234165,2234165,-2034621,199544,0,0,1127904,0,367059,1494963,-1295419,2911881,0,42768308,42768308,45680189,96861,0,0,0,96861,45583328,0,-1295419,N,
63924048826,A M Grimwade Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,4921,4921,0,4921,0,0,1462,0,1339,2801,2120,0,0,0,0,100794,0,0,0,0,0,100794,0,2120,N,
63973970423,The Trustee For Hma Foundation,REG,12 114 William Street,,Melbourne,VIC,3000,Melbourne,Medium,N,Other philanthropic,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,By donations to research institutes and philanthropic organisations.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,200000,59467,259467,0,259467,0,0,60000,0,8909,68909,190558,74169,0,0,1349043,1423212,580,0,0,0,580,1422632,0,190558,Y,
63990104294,Khmer Buddist Temple Association Inc,REG,99 Alexander Avenue,,Thomastown,VIC,3074,Whittlesea,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,helping disadvantage peoples in Cambodia with purify clean water.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,0,0,0,25,0,106222,0,106222,0,106222,0,0,4670,0,25622,30292,75930,0,0,0,0,580657,0,0,0,0,35742,544915,0,0,N,
64051257042,The Trustee For Turrell G Fund,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,47665,47665,0,47665,0,0,29421,0,9091,38512,9153,0,0,0,0,815225,0,0,0,0,0,815225,0,9153,N,http://www.hypoactive.org
64060878065,The Trustee For The Creswick Foundation,REG,ShineWing Australia Pty Ltd,Level 10 530 Collins St,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,,N,Y,N,Y,N,N,Y,N,N,"Grants of $94,280 were given to 7 organisations.    The Foundation sponsored a number of projects undertaken within Australia during the 2016 year for the advancement of child development and mental health.",N,N,N,Y,Y,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,104132,104132,0,104132,0,0,94280,0,18141,112421,-8289,0,0,0,0,1695063,0,0,0,0,0,1695063,0,0,N,http://www.creswick.org.au
64114965815,Asylum Seeker Resource Centre Inc.,REG,214-218 Nicholson Street,,Footscray,VIC,3011,Maribyrnong,Large,N,Social services,N,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Operating 3 Social Enterprises.,N,N,N,N,N,N,Y,N,N,"The ASRC is a community-lead, non-for-profit organisation that is committed to upholding the human rights of all people seeking asylum. Free of Federal Government funding, the ASRC is Australia's largest independent provider of aid, healthcare, education, employment and legal assistance for people seeking asylum.We are upheld by more than 1300 volunteers and 100 staff in assisting around 3,000 people eachyear.We offer 36 holistic programs that protect asylum seekers from persecution and destitution,supports well-being and dignity, and empowers people to advance their own future.Our vision is for all people seeking asylum have their human rights upheld and receive thesupport and opportunities they need to live independently. In order to achieve this, our mission isto:Protect asylum seekers from persecution and destitutionSupport well-being and dignityEmpower people and enable self-determination",N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,47,34,43,1500,500042,6509198,1651762,8661002,0,8661002,5540985,0,500042,0,2403754,8444781,216221,5721242,0,1092800,1092800,6814042,3275285,0,38889,38889,3314174,3499868,0,216221,Y,http://esa.org.au/
64131425884,Victoria Law Foundation,REG,Level 5,43 Hardware Lane,Melbourne,VIC,3000,Melbourne,Large,N,Other education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,"Legal publications, awarding legal grants",N,N,N,N,N,N,Y,N,N,"The purpose of the Victoria Law Foundation is to help Victorians understand the law.  Our community programs focus on breaking down the barriers to the legal system and empowering Victorians to access the law by improving their knowledge and level of engagement.  Our main target audiences are the community, school students, and the legal profession. Our community programs include providing high-quality legal information through the Everyday-Law website, and hosting a number of community events including Law Week, and the Law Orations. Our school-student programs reach out to Legal Studies students in rural, regional and disadvantaged schools, and includes Law Talks, Classroom Law Talks, and the provision of related resources.We offer training, and provide access to a range of resources to the legal profession on better ways to communicate the law to the general community.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,8,5,2,0,1756600,0,248917,2005517,0,2005517,1094774,0,199992,0,672257,1967023,38494,131840,0,2697229,2697229,2829069,282581,0,23848,23848,306429,2522640,0,38494,N,http://www.breastfeeding.asn.au
64277871671,The Trustee For Af Pillow Applied Mathematics Trust,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,48291,48291,0,48291,0,0,20000,0,10839,30839,17452,0,0,0,0,744159,0,0,0,0,0,744159,0,0,N,http://www.fmaa.com.au/
64394639683,The Miss Elizabeth Mary Hourigan Fund,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,4525,4525,0,4525,0,0,3398,0,1126,4524,1,0,0,0,0,90058,0,0,0,0,0,90058,0,1,N,http://www.asrc.org.au
64426238140,Wandin & District Historical Museum Society Inc,REG,71 Wellington Road,,Wandin North,VIC,3139,Yarra Ranges,Small,N,Culture and arts,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Museum and historic home are open five days per week. Programme provided for school groups. Art show conducted annually. Three special event days held. Premises used by three special interest groups. Several exhibitions held in gallery by arts groups. Gallery used by a group supporting the disabled.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,50,0,8469,58974,67443,0,67443,0,0,25,0,70306,70331,-2888,0,0,0,0,120697,0,0,0,0,0,120697,0,0,N,
64433244143,Melbourne Chin Assembly Of God Inc,REG,4 EPALOCK CR,,St Albans,VIC,3021,Brimbank,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"We have every Sunday worship services that the needed for our spiritual life. We help each other in the church such as culture development, resettlement for who is newly arrived in Australia, Church refreshment, Hospitility and so on.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,2,0,21480,0,21480,0,21480,0,0,16044,0,0,16044,5436,0,0,0,0,9410,0,0,0,0,0,9410,0,0,N,
64435998300,The Trustee For Bialik College Scholarship Fund,REG,429 Auburn Road,,Hawthorn,VIC,3122,Boroondara,Medium,N,Primary and secondary education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Provides scholarships and bursaries for education at Bialik College.,N,N,N,Y,Y,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,50,0,574336,324016,898352,0,898352,0,0,347751,0,38803,386554,511798,6828263,0,0,0,6828263,0,0,0,0,0,6828263,0,511798,N,
64450357768,The Trustee For Victorian Orthopaedic Research Trust,REG,Royal Australasian College of Surgeons,250 - 290 Spring Street,East Melbourne,VIC,3002,Melbourne,Small,N,Research,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,N,N,N,N,N,N,Y,N,N,Provides grants for research to orthopaedic surgeons,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,4,0,25150,57412,82562,6287,88849,0,0,35691,0,10011,45702,43147,0,0,0,0,259643,0,0,0,0,0,259643,0,0,N,http://ducerefoundation.org/
64542751710,Frankston Wranglers Charity Club Inc,REG,4-6 Carder Ave,,Seaford,VIC,3198,Frankston,Small,N,"Economic, social and community development",N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,"Supporting Local Charities; Donating to groups caring for Children; Donations to Peninsula Health, Frankston Community Support, Seaford RSL",N,N,N,N,N,N,Y,N,N,"We provide support, mainly through Donations, from the proceeds of our Annual Golf Day and smaller fun raising, all to local Frankston Area Charities, Support groups and needy individuals recommended though local government agencies",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,35,0,0,53319,53319,0,53319,0,0,7300,0,49028,56328,-3009,0,0,0,0,891610,0,0,0,0,0,891610,0,0,N,
64567903916,Camcare Incorporated,REG,51 St Johns Avenue,,Camberwell,VIC,3124,Boroondara,Large,N,Social services,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Camcare assists people who are experiencing socio economic disadvantage or personal adversity. We provide information and referral, material aid, well being and parenting services, family support and psychological services. We are staffed by paid professionals and trained volunteers. We respond flexibly to local community needs",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,2,19,0,80,1242942,66280,335897,1645119,0,1645119,1177412,0,36822,0,493102,1707336,-62217,897616,0,58274,58274,955890,346519,0,16173,16173,362692,593198,0,-62217,Y,http://www.camcare.org.au
64673095478,Pamela Mclaren Charitable Trust,REG,"Level 21, 8 Exhibition Street",,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Donation to other charities,N,N,N,N,Y,N,Y,N,N,donation to charities as per wishes of grantor,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,57619,57619,0,57619,0,0,51000,0,11353,62353,-4734,0,0,0,0,1130736,0,0,0,0,0,1130736,0,0,N,
64736020809,Trans Gender Victoria Incorporated,REG,100 Drummond St,,Carlton,VIC,3053,Melbourne,Small,N,Employment and training,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Through partnerships, training and education, communication and increasing our networks we achieve our goals",N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,families of LGBTI people,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,4,12,31153,7046,89186,127385,0,127385,74832,0,1681,0,32481,108994,18391,0,0,0,0,52944,0,0,0,0,12187,40757,0,0,Y,
64740345188,The Australian Ballet Society Inc,REG,4/2 Kavanagh St,,Southbank,VIC,3006,Melbourne,Medium,N,Culture and arts,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Providing Financial support to The Australian Ballet and The Australian Ballet School.  Subsidising The Australian Ballet Society Dancers Deli.,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,The Australian Ballet and The Australian Ballet School,N,N,N,N,N,N,N,N,N,N,N,N,N,,,1,2,8,40,0,0,492217,492217,0,492217,237151,0,75600,0,442748,755499,-263282,402573,0,0,1864,404437,47863,0,0,24149,72012,332425,0,-263282,N,http://ahssociety.org.au
64760406810,The Leg-up Foundation,REG,C/- Marin Accountants,"Level 6, 432 St Kilda Road",Melbourne,VIC,3004,Melbourne,Medium,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Provision of grants to causes of significance as outlined in the clients Will.,N,N,N,N,N,N,Y,N,N,Our client the Late Bettie Kornhauser has left a Legacy to benefit Charities and causes of her choice.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,434000,27205,461205,0,461205,0,0,31804,0,26255,58059,403146,36981,0,0,918218,955199,0,0,0,0,0,955199,0,403146,Y,
64876701318,The Trustee For The Eirene Lucas Foundation,REG,C/- Nexia Melbourne Pty Ltd,Level 12 31 Queen St,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,N,N,N,N,N,N,Y,N,N,Our charity invests so that the income from those investments may be provided to the benefit of research and other charitable activities in Victoria,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,0,0,0,0,0,5000,197855,202855,75148,278003,0,0,140630,0,23957,164587,113416,0,0,0,0,3440281,0,0,0,0,3191,3437090,0,0,Y,
64952262675,The Returned & Services League Of Australia Victorian Branch - Keilor East Welfare Patriotic Fund,REG,ANZAC House 4 Collins Street,,Melbourne,VIC,3000,Melbourne,Small,N,Social services,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,"AGED SERVICES, DISTRIBUTION OF MONEY OR GOODS FOR CHARITABLE PURPOSES, HEALTH RELATED PROGRAMS, SOCIAL & COMMUNITY WELFARE ACTIVITIES AND THE RELIEF, ASSISTANCE AND SUPPORT OF VETERANS AND/OR THEIR DEPENDANTS.",N,N,N,N,N,N,Y,N,N,"Aged Services, Distribution of money or goods for charitable purposes, Health Related programs,Social and community welfare activities and the relief, assistance or support of veterans and/or their dependants",Y,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,5,0,0,8527,8527,0,8527,0,0,8070,0,30072,38142,-29615,0,0,0,0,116663,0,0,0,0,2974,113689,0,-29615,N,http://www.rslvic.com.au
64973192050,The Trustee For Rockwell Foundation Trust,REG,Level 2,189 Flinders Lane,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Financial support of the Alannah and Madeline Foundation's National Conference Against Bullying 2016 including sponsorship of attendees facing funding difficulty in attending,N,N,N,N,Y,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,6,0,0,0,0,4,4,0,0,11000,0,966,11966,-11962,0,0,0,0,23560,0,0,0,0,3476,20084,0,0,Y,
65035982612,The Trustee For David Syme Charitable Trust,REG,41 Mary Street,,St Kilda West,VIC,3182,Port Phillip,Small,N,Other philanthropic,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Financial income received from investments was distributed to Australian charities during the financial year.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,4,0,0,17033,17033,0,17033,0,0,10000,0,990,10990,6043,0,0,0,0,248466,0,0,0,0,0,248466,0,0,N,
65068050582,Newskills Limited,REG,270 Rosslyn St,,West Melbourne,VIC,3003,Melbourne,Large,N,Employment and training,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,Y,N,Y,Y,N,Y,Y,N,"Newskills offers relevant and current nationally recognised qualifications from Certificate I to Diploma level across a diverse range of industries, Australia wide. We are an innovative solutions provider and as such, pride ourselves on customising programs to meet the needs of our clients and students.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,21,4,3,0,4540000,0,1680000,6220000,6800,6226800,2200000,4500,28000,0,3900200,6132700,94100,2558442,0,332857,332857,2891299,1022938,0,92373,92373,1115311,1775988,0,94100,N,
65112735841,Ovarian Cancer Institute,VREV,"Suite 122, Level 1",1 Queens Road,Melbourne,VIC,3004,Melbourne,Small,N,Other health service delivery,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"The principle activities of the entity during the financial year was to promote medical research,education and awareness and to encourage advances in investigation into the cause, prevention,diagnosis and treatment required to improve women's health and quality of life, specifically inrespect to ovarian cancer.",N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,,2,1,0,0,0,179154,5,179159,0,179159,145304,0,69390,0,2511,217205,-38046,0,0,0,0,556,0,0,0,0,6076,-5520,0,0,N,
65130430205,Incolink Foundation Limited,REG,1 Pelham Street,,Carlton,VIC,3053,Melbourne,Medium,N,Other health service delivery,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Drug and alcohol harm minimisation activities,N,N,N,N,N,N,Y,N,N,The Incolink Foundation Fund aims to optimise the health of Victorian constructions workers through the delivery of harm minimisation and preventative education activities,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,2,0,0,286911,0,3037,289948,0,289948,0,0,186865,0,0,186865,103083,212960,0,0,0,212960,1118406,0,0,0,1118406,-905446,0,103083,N,
65159815455,Waislitz Family Foundation,REG,Level 39,55 Collins Street,Melbourne,VIC,3000,Melbourne,Large,N,"Economic, social and community development",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,Y,Y,N,"During the reporting period the Waislitz Family Foundation  (WFF) made contributions to the Clontarf Foundation.   The Clontarf Foundation exists to improve the education, discipline, life skills,    self-esteem and employment prospects of young Aboriginal men.In September 2015 the WFF hosted a successful fund raising event for the United Israel Appeal Refugee Relief Fund.  A part of the cost of the event has been counted as a distribution of other benefits.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,2000000,148604,2148604,0,2148604,0,0,186500,0,49079,235579,1913025,2576555,0,2989287,2989287,5565842,46838,0,0,0,46838,5519004,0,1913025,Y,http://stepbackthink.org
65214485767,The Trustee For The Iorine Estelle Demmer And Hugh Eardley Demmer Charitable Trust,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Medium,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,266103,266103,-244536,21567,0,0,143269,0,44637,187906,-166339,263136,0,0,3837602,4100738,13419,0,0,0,13419,4087319,0,-166339,N,http://eccv.org.au/
65304329272,The Trustee For Evangelical Alliance Foundation Trust Fund,REG,44 Rutland Rd,,Box Hill,VIC,3128,Whitehorse,Medium,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,N,"We continued to build the entity's income generating activities, and distributed funds to organisationsundertaking activities consistent with our purposes",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,2,1,1,8,0,19833,617765,637598,0,637598,374954,0,70000,0,186186,631140,6458,696675,0,0,323108,1019783,585540,0,0,43107,628647,391136,6662,13120,N,http://www.ea.org.au
65394329085,The Trustee For Cutten Foundation,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Medium,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,405575,405575,-514716,-109141,0,0,587000,0,86545,673545,-782686,635248,0,0,5259892,5895140,9002,0,0,0,9002,5886138,0,-782686,N,
65397700883,The Trustee For D M Morgan Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,10280,10280,0,10280,0,0,3832,0,2520,6352,3927,0,0,0,0,210106,0,0,0,0,0,210106,0,3927,N,
65424311656,Estate Of The Late Joseph White,REG,C/- BDO,GPO Box 5099,Melbourne,VIC,3000,Melbourne,Large,N,Grant-making activities,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,,N,N,N,N,N,N,Y,N,N,The Estate of the Late Joseph White will consider requests from charities for funding each financial year. The trustees review submissions and determine funding allocation from the net income of the Estate. Funds are paid to charities shortly after the end of the financial year.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,1817623,1817623,751384,2569007,0,0,1935401,0,113621,2049022,519985,2925303,0,31446648,31446648,34371951,1891583,0,0,0,1891583,32480368,0,519985,N,
65498993699,The Trustee For The Sara Lederman Charitable Foundation,REG,Hack Anderson And Thomas,Lvl 18/390 St Kilda Rd,Melbourne,VIC,3004,Melbourne,Small,N,"Economic, social and community development",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Our charity pursued its charitable purpose by raising funds within the community to support those less fortunate in areas such as poverty, education, health & economic development.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,5,0,117600,0,117600,0,117600,0,0,117520,0,45,117565,35,0,0,0,0,1122,0,0,0,0,0,1122,0,0,N,
65509677939,Greek Orthodox Community Of Frankston & Peninsula,REG,2 Petrie St,,Frankston,VIC,3199,Frankston,Medium,N,Religious activities,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"WE CONDUCT RELIGIOUS SERVICES , GREEK SCHOOL SERVICES CULTURAL DANCING FOR CHILDREN AND COMMUNITY SERVCICES",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,1,3,0,11,11280,53435,228029,292744,0,292744,58520,0,200,0,168908,227628,65116,40096,0,0,6187071,6227167,5453,0,0,1770000,1775453,4451714,0,65116,N,
65603858751,South Eastern Melbourne Primary Health Network Ltd,REG,11 Corporate Drive,,Heatherton,VIC,3202,Kingston,Large,N,Other health service delivery,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,The principal activity of the South Eastern Melbourne Primary Health Network (SEMPHN) is to assist in the provision of primary health care services to the community.  A full description of its work can be found at www.semphn.org.au  Reference to the company's short and long term objectives is made in the accompanying financial report.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,63,27,0,0,30206089,10967,543226,30760282,278915,31039197,8516911,0,19525797,0,483908,28526616,2512581,16042357,0,0,0,16042357,12703443,0,71136,71136,12774579,3267778,0,2512581,Y,
