ABN,Charity_Name,Registration_Status,Address_Line_1,Address_Line_2,Town_City,State,Postcode,Municipality,Charity_Size,BRC,Main_Activity,Animal_Protection,Aged_Care_Activities,Civic_and_advocacy_activities,Culture_and_arts,Economic_social_and_community_development,Emergency_Relief,Employment_and_training,Environmental_activities,Grant_making_activities,Higher_education,Hospital_services_and_rehabilitation_activities,Housing_activities,Income_support_and_maintenance,International_activities,Law_and_legal_services,Mental_health_and_crisis_intervention,Primary_and_secondary_education,Religious_activities,Research,Social_services,Sports,Other_Education,Other_health_service_delivery,Other_recreation_and_social_club_activity,Other_philanthropic_intermediaries_and_voluntarism_promotion,Other_Activity,Other_activity_description,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operates_Overseas,Charity_activities_and_outcomes_helped_achieve_charity_purpose,General_Community_Australia,Females,Males,Early_Childhood_under_6,Children_6___under_15,Youth_15___under_25,Adults_25_to_under_65,Adults___65_and_over,ATSI,GLBTI,Migrants_Refugees_or_Asylum_Seekers,Other_charities,Other_beneficiaries_not_listed,Other_beneficiaries_description,Overseas_communities_or_charities,People_in_rural_regional_remote_communities,Families,Financially_disadvantaged_people,People_at_risk_of_homelessness,People_with_Chronic_or_Terminal_Illness,People_with_Disabilities,Pre_or_Post_Release_Offenders_and_Families,Unemployed_Persons,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Culturally_and_Linguistically_Diverse,Provided_support_services_funded_by_NDIS,Intend_provide_support_funded_by_NDIS,Staff_Full_time,Staff_Part_time,Staff_Casual,Staff_Volunteers,Government_grants,Donations_and_bequests,All_other_revenue,Total_revenue,Other_income,Total_gross_income,Employee_expenses,Interest_expenses,Grants_and_donations_made_for_use_in_Australia,Grants_and_donations_made_for_use_outside_Australia,All_other_expenses,Total_expenses,Net_surplus_deficit,Total_current_assets,Non_current_loans,Other_non_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Non_current_liabilities,Other_non_current_liabilities,Total_non_current_liabilities,Total_liabilities,Net_assets_liabilities,Other_Comprehensive_Income__if_applicable_,Total_Comprehensive_Income,DGR_Status,Website
65706750670,Down Syndrome Swimming Victoria Inc,REG,Level 4  112 Wellington Parade,,East Melbourne,VIC,3002,Melbourne,Small,N,Sports,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,Y,N,N,Donors provided funding for people with Downs Syndrome to compete in interstate and local skiing events,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,0,0,3,3,0,11399,0,11399,0,11399,0,0,10550,0,145,10695,704,0,0,0,0,15075,0,0,0,0,0,15075,0,0,Y,
65745796126,The Trustee For Nick Middendorp Family Foundation,REG,1330 MALVERN RD,,Malvern,VIC,3144,Stonnington,Small,N,Grant-making activities,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,N,N,N,N,N,Y,N,N,We donated to several charities involved with helping the environment and helping disadvantaged people gain access to services to help with their health and well-being.,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Wilderness SocietyFred Hollows Fred Hollows - Aboriginal FundRainforest RescueIts Time FoundationGreenpeaceAustralian Conservation FoundationThe Thin Green LineHuman Rights Law CentreAsylum Seekers Resource CentreFred HollowsRoyal Childrens HospitalReclink Australia,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,0,0,0,1,0,0,43049,43049,0,43049,0,0,85000,0,16601,101601,-58552,0,0,0,0,1619369,0,0,0,0,565,1618804,0,0,Y,
65768428336,The Trustee For Charles Haworth Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,72148,72148,0,72148,0,0,70727,0,3683,74410,-2261,0,0,0,0,1453036,0,0,0,0,0,1453036,0,-2261,N,
65785933937,Melbourne Poets Union,REG,176 Little Lonsdale St,,Melbourne,VIC,3000,Melbourne,Small,N,Culture and arts,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,MPU promotes the art of poetry.,N,N,N,N,N,N,Y,N,N,"Melbourne Poets union promoted the art of poetry by Conducting paid opportunities to 21  prominent poets to read their poetry to an audience.Provided open stage to poets who wish to read their work. Approx 75Provided a members newsletter POAM  published 5 times a year.Publishing opportunities to unpublished members in the form of a chapbooks. (3) Conducted an International Poetry Competition, and two performance prizes which contribute to the national cultural heritage. Contribution to Rhonda Jankovic Award  project which promotes social justice through poetry. Social justice was also promoted through the employment of poets such as Maxine Beneba Clark and the conduct of a multilingual event held at the Immigration museum .Conducted a program in provincial Geelong which attracted an audience of 60.  Established a website melbournepoetsunion.com which provides promotion of MPU and access for all poet and poetry organisations. Conducted fund raising events to raise money for Memory and Imagination Appeal  which will in the future provide partial funding for more projects.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,23,25,0,2733,8649,11382,0,11382,9453,0,50,0,5517,15020,-3638,0,0,0,0,39363,0,0,0,0,0,39363,0,0,N,http://www.arhsvic.org.au  www.rhv.org.au
65807851867,The Trustee For The Ian Potter Cultural Trust,REG,Level 3 111 Collins St,,Melbourne,VIC,3000,Melbourne,Medium,N,Culture and arts,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"By seeking applications for grants, assessing those applications against set criteria and awarding grants.  By promoting the recipient of our grants and the work produced using our grants.",N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,4,1,0,0,0,0,659212,659212,0,659212,0,0,638083,0,45,638128,21084,107815,0,0,0,107815,53352,0,0,0,53352,54463,0,21084,Y,
65823342432,The Grenda Foundation,REG,Tenancy 2 Level 1 1 Joseph Ave,Chifley Business Park,Braeside,VIC,3194,Kingston,Small,N,Hospital services and rehabilitation activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,,N,N,N,N,N,N,Y,N,N,Supplied school supplies and uniforms to state school children experiencing extreme disadvantage. Helped with medical expenses of a teenager who became a quadriplegic  after an accident.,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,D,0,0,0,0,0,0,12531,12531,0,12531,0,0,30000,0,2006,32006,-19475,0,0,0,0,408356,0,0,0,0,0,408356,0,0,Y,
65937021925,The Trustee For Victor Smorgon Scholarship Fund,REG,Level 18 Como Office Tower,644 Chapel Street,South Yarra,VIC,3141,Stonnington,Medium,N,Other philanthropic,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Income derived from investment activities used to provide benefit to DGRs,N,N,N,N,N,N,Y,N,N,Donations made to College scholarship fund,N,N,N,N,N,N,N,N,N,N,N,N,Y,Students/recipients of scholarship grants,N,N,N,Y,N,N,N,N,N,N,N,N,Y,,,0,0,0,0,0,0,308866,308866,5943,314809,0,0,633941,0,154447,788388,-473579,1310867,0,0,2037636,3348503,2415,0,0,0,2415,3346088,0,-473579,Y,
65951155647,The Trustee For The Albert H Maggs Charitable Trust,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Medium,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,434605,434605,-350403,84202,0,0,258467,0,47898,306365,-222163,328766,0,0,7479770,7808536,14519,0,0,0,14519,7794017,0,-222163,N,http://www.auslmat.org
65970326128,The Returned & Services League Of Australia Victorian Branch Inc,REG,ANZAC House 4 Collins Street,,Melbourne,VIC,3000,Melbourne,Small,N,Social services,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,"AGED SERVICES, DISTRIBUTION OF MONEY OR GOODS FOR CHARITABLE PURPOSES, HEALTH RELATED PROGRAMS, SOCIAL & COMMUNITY WELFARE ACTIVITIES AND THE RELIEF, ASSISTANCE AND SUPPORT OF VETERANS AND/OR THEIR DEPENDANTS.",N,N,N,N,N,N,Y,N,N,"Aged Services, Distribution of money or goods for charitable purposes, Health Related programs,Social and community welfare activities and the relief, assistance or support of veterans and/or their dependants",Y,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,5,0,0,235,235,0,235,0,0,1519,0,35,1554,-1319,0,0,0,0,23630,0,0,0,0,0,23630,0,-1319,N,
66007973685,Alfred Healthcare Trusts,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Medium,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,350521,350521,-367638,-17117,0,0,1003586,0,5346,1008932,-1026049,137761,0,0,6152326,6290087,4840,0,0,0,4840,6285247,0,-1026049,N,
66048147790,Essendon Church Of Christ,REG,204/75 Keilor Rd,,Essendon,VIC,3040,Moonee Valley,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"By providing religious services including Sunday services, Bible Study and pastoral care.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,1,0,12,0,2159,49453,51612,0,51612,32387,0,2796,0,55419,90602,-38990,0,0,0,0,277876,0,0,0,0,890,276986,0,0,N,
66057731192,Alcohol And Drug Foundation Inc,REG,"Level 12, 607 Bourke St",,Melbourne,VIC,3000,Melbourne,Large,N,"Economic, social and community development",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,N,"Each year in Australia: 5,500 people die from alcohol related injuries, illness and accidents. 157,000 people are hospitalised due to alcohol. More people die from drug overdoses_Üîincluding from pharmaceuticals_Üîthan die on the roads. The cost to the community from alcohol-related harm is estimated to exceed $15.3 billion. For illegal drugs it exceeds $8.2 billion.Research shows that creating connected communities is the key to preventing alcohol and drug problems. In these communities people feel valued, supported and purposeful.We design and deliver a range of community programs, services and resources targeted at preventing alcohol and other drug-related harm. We know that healthy and resilient communities are the best way to prevent substance use problems. Our programs work to prevent harm in specific environments, changing practices and attitudes to create safer places for people to live, work and play.Our Good Sports program is the first program of its kind to be proven successful in the world _Ü_ so we know it works. There are currently over 7,000 clubs involved in the Good Sports Program, making it Australia_Ü_s largest sport-based health initiative. Participation in the program has been shown to greatly reduce the odds of risky drinking in clubs. Good Sports clubs are 42% less likely to experience alcohol-related harms in clubs. In NSW, we have a program where the community has a real opportunity to make a difference in their local area through joining a Community Drug Action Team to take action to prevent Alcohol and Drug related harm. In collaboration with NSW Health and local agencies, we have produced a suite of resources that will help educate communities about crystalline methamphetamine (_ÜÛice_Ü_).",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,59,8,33,10,10842126,96553,972180,11910859,0,11910859,6892438,0,320197,0,4939472,12152107,-241248,6747451,0,629416,629416,7376867,3089787,0,194631,194631,3284418,4092449,0,-241248,Y,http://www.adf.org.au
66085742849,Johnston A G And I D Trust,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,70178,70178,0,70178,0,0,21000,0,16459,37459,32719,0,0,0,0,1472565,0,0,0,0,0,1472565,0,32719,N,http://www.footmen.org.au
66150950242,The Trustee For Younkman Samuel Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,347,347,0,347,0,0,266,0,88,354,-7,0,0,0,0,8276,0,0,0,0,0,8276,0,-7,N,
66214160930,The Trustee For Westminster Foundation,REG,684 Elgar Road,,Box Hill North,VIC,3129,Whitehorse,Small,N,Employment and training,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Funding for overseas lecturer for tertiary education,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,3,0,0,4350,4350,0,4350,0,0,9000,0,0,9000,-4650,0,0,0,0,74943,0,0,0,0,0,74943,0,0,N,
66289037811,Buddha's Light International Association Of Victoria Incorporated,REG,89 Somerville Rd,,Yarraville,VIC,3013,Maribyrnong,Small,N,Religious activities,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,BLIAV is a Buddhist organisation that promotes humanistic Buddhism since 1992. The organisation has been active in promoting multicultural understanding and social harmony through conducting various religious activities.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,400,27500,58053,0,85553,103762,189315,0,0,2000,0,211130,213130,-23815,0,0,0,0,110484,0,0,0,0,31588,78896,0,0,N,http://www.om.org.au
66376390754,The Hartley Foundation,REG,9 Jasper Road,,Bentleigh,VIC,3204,Glen Eira,Medium,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Providing money, property or benefits to or for any one or more funds, authorities or institutions which are charitable at law and gifts to which are deductible.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,320000,42120,362120,-10200,351920,0,0,460000,0,2607,462607,-110687,1452494,0,0,0,1452494,2530,0,0,0,2530,1449964,0,-110687,Y,
66391969220,St James' Gift Fund,REG,P.O. BOX 350,,Clifton Hill,VIC,3068,Yarra,Small,N,Culture and arts,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Fund raising as public ancillary fund for cultural purposes,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Promotion of cultural activity at St James Old Cathedral. . Choral/instrumental composition and performance and audio visual equipment.,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,3,0,25030,0,25030,0,25030,0,0,25000,0,0,25000,30,0,0,0,0,234,0,0,0,0,0,234,0,0,Y,
66446277089,Highett Neighbourhood Communityhouse Inc A00200881,REG,2 Livingston St,,Highett,VIC,3190,Bayside,Small,N,"Economic, social and community development",N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,N,N,N,N,N,Y,N,N,"Over 30,000 people walked through the doors of HNCH in 2016, HNCH provide low cost social, recreational and educational activities to all demographics in the Highett area -  from playgroups to teens gaming and seniors playing table tennis. Our house offers a variety of activities and a safe space where the all the community is welcome. Our latest Annual report can be found at https://highett.org.au/",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,2,5,8,117704,0,43825,161529,666,162195,102078,0,962,0,42201,145241,16954,0,0,0,0,181204,0,0,0,0,5980,175224,0,0,N,
66447147500,Bowater Trust,REG,"Bowater Trust, Faculty of B&L",Deakin University 221 Burwood Highway,Burwood,VIC,3125,Whitehorse,Small,N,Higher education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,,N,N,N,N,N,N,Y,N,N,The Charity supported higher education in 2016 by funding research and teaching activities in the areas of:Teaching social entrepreneurship skillsResearch into market research methodsResearch into legal evidence issuesResearch into increasing investment into sustainability in the built environmentResearch into managing organisational closure,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,8,0,0,40912,40912,0,40912,0,0,31542,0,2521,34063,6849,0,0,0,0,582092,0,0,0,0,0,582092,0,0,Y,
66561241821,The Trustee For Estate Carl Joseph Fackler,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Medium,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,294792,294792,-272203,22589,0,0,146129,0,48331,194460,-171871,220677,0,0,4371537,4592214,14706,0,0,0,14706,4577508,0,-171871,N,http://www.secondbite.org
66587052638,Glen Park Community Centre Incorporated,REG,30 Glen Park Rd,,Bayswater North,VIC,3153,Maroondah,Medium,N,"Economic, social and community development",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Social Enterprise,N,N,N,N,N,N,Y,N,N,"Our Charity has provided opportunities to gain skills for employment, volunteer work and social inclusion  via structured activities such as pre accredited training and informal groups.   We assist the community with material aid.  We  also provide a free community meals program.  We have a Social Enterprise cafê© on the Park and provide a free coffee program and can for a coffee program in the cafe.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,4,2,9,29,284122,5068,339048,628238,2244,630482,404815,0,229,0,199256,604300,26182,151327,0,0,17855,169182,81147,0,0,0,81147,88035,0,26182,N,http://povertydynamics.org
66591235403,The Trustee For J & B Jackson Foundation,REG,34 The Grange,,Malvern East,VIC,3145,Stonnington,Small,N,Other philanthropic,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Provision and donation of money to eligible charities which are deductible gift recipients.,N,N,N,N,N,N,Y,N,N,"Provided money and donations to eligible charities involved in learning, medical , health and education services.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,117596,117596,0,117596,0,0,100000,0,17282,117282,314,0,0,0,0,1989207,0,0,0,0,0,1989207,0,0,Y,
66760784883,Estate Alfred Edward Lavey,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,84107,84107,0,84107,0,0,68555,0,22536,91091,-6984,0,0,0,0,1945623,0,0,0,0,0,1945623,0,-6984,N,
66801857062,Preston Neighbourhood House Inc,REG,218 High St,,Preston,VIC,3072,Darebin,Large,N,"Economic, social and community development",N,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,,N,N,N,N,N,N,Y,N,N,"We are funded by Local Government, State Government, Philanthropic and Business whilst also generating our own funds from daily activities.Our activities support education, independence and quality of life through skill development and inclusion in the community. We offer targeted training, volunteer opportunities, learner support and work experience to support people into the paid workforce. Families are supported by accredited childcare. People seeking socialization, direct services and health education attend a range of leisure and health programs. We aim to break the cycle of poverty and isolation through our social programs. In addition we provide weekly meals to the homeless and disadvantaged members of the Darebin Community. This weekly Lunch now includes free volunteer led activities after the lunch which is slowly rebuilding confidence and capabilities to reengage with other programs both with in our organisation and externally. Our Annual report can be found on our website at www.bridge.org.au",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,2,35,2,62,530379,11615,593276,1135270,11155,1146425,791789,0,1980,0,278537,1072306,74119,551470,0,67502,67502,618972,143124,0,0,0,143124,475848,0,74119,Y,http://www.kivuliproject.org
66804192119,The Trustee For J & M Wright Foundation,REG,17A Tennyson st,,Sandringham,VIC,3191,Bayside,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,T Foundation supported indigenous youth through programs that promote education and sports for indigenous youth.,N,N,N,N,N,Y,N,N,Y,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,300000,67385,367385,-7844,359541,0,0,55000,0,12003,67003,292538,0,0,0,0,1367883,0,0,0,0,0,1367883,0,292538,Y,
66826641728,The Trustee For The Bell Charitable Fund,REG,Suite 205,9-11 Claremont Street,South Yarra,VIC,3141,Stonnington,Large,N,Other philanthropic,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Donations to gift deductible recipients.,N,N,N,N,N,N,Y,N,N,Donations to gift deductible recipients in accordance with the founding deed.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,1565176,1565176,1927785,3492961,0,0,1570729,0,76468,1647197,1845764,948953,0,17148220,17148220,18097173,1711279,0,0,0,1711279,16385894,0,1845764,N,
66865167251,Conscious Creative Limited,REG,"Suite 6, Level 3, 517 Flinders Lane",,Melbourne,VIC,3000,Melbourne,Medium,N,Social services,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Conscious Creative Limited orchestrated and executed three main activities over the 2015/16 financial year to achieve its charitable purposes: 1) The HoMie Street Store The HoMie Street Store is a charity retail store that opened in Melbourne Central Shopping Centre on June 30th 2015, and then on Brunswick Street, Fitzroy, on June 27th 2016. HoMie clothes, trains and employs people who are experiencing homelessness in Melbourne. Clothing is distributed to the homeless community during monthly VIP Shopping Days in HoMie, where people who are homeless are invited to shop for free as _ÜÛVIP Customers_Ü_. On VIP Shopping Days, HoMie VIPs not only receive five complementary items of brand-new clothing and dignified shopping experience, but also receive free nutritious food, coffee and haircuts. VIP Shopping Days aim to increase feelings of social connectedness and bring our clients into contact with the HoMie Support Network. Alongside VIP Shopping Days, HoMie trains and employs young homeless Melbournians as retail workers. Through the training program, HoMie aims to provide a genuine pathway out of homelessness through the provision of confidence, skills and jobs.During the 2015/16 financial year, HoMie hosted eight (8) VIP Shopping Days for the homeless community, brought 217 homeless Melbournians into its support network, and distributed 1,085 items of brand new clothing to the homeless community. The HoMie Retail Training & Employment Program began in November 2015 and, although it is not currently an accredited course, has already assisted three (3) young homeless Melbournians. These young people worked a total of 251 hours with HoMie during the 2015/16 financial year, for which they received $5,975.00 in wages. In partnership with the Ladder Foundation, Knowledge Space, Cotton On and Bendigo Bank, HoMie is in the process of designing an accredited Retail Training & Employment Program, to be piloted throughout 2016-17. The Retail Training & Employment Program will see four (4) homeless Melbournians housed, trained as retail workers, and employed by the Cotton On retail chain upon successful graduation next year.2) Charity Tap: Charity Tap is a fundraising system that enables Australian hospitality businesses to fundraise effortlessly for charity. During the 2015/16 financial year, Charity Tap raised $13,333.10, of which 85% was pledged to Oxfam, the Melbourne Period Project, Kids Under Cover and the Self Help Addiction Resource Centre. 15% of funds raised by Charity Tap were used to cover its running costs. 3) Homelessness in Melbourne advocacy:   _ÜÛHomelessess in Melbourne_Ü_ is a social media advocacy program which shares the stories of people who are currently (or have previously) experienced homelessness, to raise awareness of this global issue. Conversations shared through this platform offer an insight into each individual and their circumstance, regularly reaching an organic audience of over 250,000 people per post.",N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,4,0,7,150,99105,31680,210507,341292,0,341292,85029,0,6599,0,164549,256177,85115,70950,0,0,25667,96617,1199,0,0,0,1199,95418,0,85115,Y,http://www.rslvic.com.au
66943166401,Anglo-indian Australasian Association Of Victoria Inc,REG,7 Palmer St,,Oakleigh,VIC,3166,Monash,Small,N,Aged care activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,organising cultural events and providing accommodation to needy,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,7,4000,8320,19337,31657,0,31657,0,0,9700,0,6400,16100,15557,0,0,0,0,3727868,0,0,0,0,0,3727868,0,0,N,
